1753058666.639,-0.000000
1753058666.687,0.002884
1753058666.737,0.010988
1753058666.787,0.022942
1753058666.837,0.037642
1753058666.887,0.055179
1753058666.937,0.074411
1753058666.987,0.095742
1753058667.037,0.117991
1753058667.087,0.141754
1753058667.137,0.165818
1753058667.187,0.190438
1753058667.237,0.215952
1753058667.287,0.241151
1753058667.337,0.266407
1753058667.387,0.292128
1753058667.437,0.317136
1753058667.487,0.341862
1753058667.537,0.366747
1753058667.587,0.391194
1753058667.637,0.414643
1753058667.687,0.437570
1753058667.737,0.459968
1753058667.787,0.482245
1753058667.837,0.503460
1753058667.887,0.524046
1753058667.937,0.544016
1753058667.987,0.563766
1753058668.037,0.582473
1753058668.087,0.600526
1753058668.137,0.618308
1753058668.187,0.635095
1753058668.237,0.651259
1753058668.287,0.667132
1753058668.337,0.682078
1753058668.387,0.696438
1753058668.437,0.710512
1753058668.487,0.723738
1753058668.537,0.736672
1753058668.587,0.748808
1753058668.637,0.760433
1753058668.687,0.771580
1753058668.737,0.782473
1753058668.787,0.792677
1753058668.837,0.802625
1753058668.887,0.812125
1753058668.937,0.821005
1753058668.987,0.829485
1753058669.037,0.837593
1753058669.087,0.845500
1753058669.137,0.853042
1753058669.187,0.860083
1753058669.237,0.866798
1753058669.287,0.873210
1753058669.337,0.879332
1753058669.387,0.885176
1753058669.437,0.890864
1753058669.487,0.896174
1753058669.537,0.901332
1753058669.587,0.906142
1753058669.637,0.910723
1753058669.687,0.915178
1753058669.737,0.919331
1753058669.787,0.923360
1753058669.837,0.927116
1753058669.887,0.930692
1753058669.937,0.934167
1753058669.987,0.937407
1753058670.037,0.940491
1753058670.087,0.943486
1753058670.137,0.946333
1753058670.187,0.948980
1753058670.237,0.951498
1753058670.287,0.953896
1753058670.337,0.956180
1753058670.387,0.958354
1753058670.437,0.960464
1753058670.487,0.962430
1753058670.537,0.964298
1753058670.587,0.966111
1753058670.637,0.967833
1753058670.687,0.969432
1753058670.737,0.970983
1753058670.787,0.972455
1753058670.837,0.973851
1753058670.887,0.975123
1753058670.937,0.976383
1753058670.987,0.977535
1753058671.037,0.978654
1753058671.087,0.979742
1753058671.137,0.980755
1753058671.187,0.980975
1753058671.237,0.981952
1753058671.287,0.982948
1753058671.337,0.983892
1753058671.387,0.984799
1753058671.437,0.985636
1753058671.487,0.986423
1753058671.537,0.987166
1753058671.587,0.987880
1753058671.637,0.988539
1753058671.687,0.989173
1753058671.737,0.989757
1753058671.787,0.990320
1753058671.837,0.990840
1753058671.887,0.991330
1753058671.937,0.991802
1753058671.987,0.992239
1753058672.037,0.992651
1753058672.087,0.993041
1753058672.137,0.993417
1753058672.187,0.993765
1753058672.237,0.994094
1753058672.287,0.994411
1753058672.337,0.994705
1753058672.387,0.994983
1753058672.437,0.995251
1753058672.487,0.995505
1753058672.537,0.995739
1753058672.587,0.995960
1753058672.637,0.996175
1753058672.687,0.996373
1753058672.737,0.996561
1753058672.787,0.996743
1753058672.837,0.996911
1753058672.887,0.997070
1753058672.937,0.997222
1753058672.987,0.997365
1753058673.037,0.997504
1753058673.087,0.997632
1753058673.137,0.997757
1753058673.187,0.997874
1753058673.237,0.997983
